task_uid,task_id,source_sheet,source_row,split,difficulty,scenario_category,raw_task_type,affordance_mode,cli_allowed,prompt,dimension_sequence
120tasks30apps:MAIN_106,MAIN_106,120tasks30apps,109,main,hard,10. 跨App工作流,GUI/+CLI,GUI-primary + optional CLI,True,帮我在喜马拉雅找到《三体》的有声小说，找到第12集开始播放，然后在手机日历中创建一个明天晚上8点继续收听的提醒事件,喜马拉雅→create_calendar_event
120tasks30apps:MAIN_107,MAIN_107,120tasks30apps,110,main,hard,10. 跨App工作流,GUI/+CLI,GUI-primary + optional CLI,True,帮我打开安居客，搜索广州天河区珠江新城的两居室租房源，统计前10个房源的平均租金，把统计结果生成柱状图，发邮件给王强MCPtest_fzy260404@163.com,安居客→chart_bar→send_email_mcp
120tasks30apps:MAIN_108,MAIN_108,120tasks30apps,111,main,hard,10. 跨App工作流,GUI/+CLI,GUI-primary + optional CLI,True,帮我打开自如APP，搜索深圳南山区科技园附近的合租房源，筛选出月租金1800元以内带阳台的房间，把符合条件的第一个房源详情页截图，发邮件给刘芳MCPtest_fzy260404@163.com告诉她帮我看看这个房子,自如→qrcode_generate→send_email_mcp
120tasks30apps:MAIN_109,MAIN_109,120tasks30apps,112,main,hard,11. 导航出行,GUI/+CLI,GUI-primary + optional CLI,True,帮我获取当前的位置，然后搜下我附近最近的地铁站，把地铁站的名称和步行需要的时间发邮件告诉冯坤MCPtest_fzy260404@163.com,get_location→search_tencent_map→send_email_mcp
120tasks30apps:MAIN_110,MAIN_110,120tasks30apps,113,main,hard,12. AI App交互,GUI/+CLI,GUI-primary + optional CLI,True,"帮我打开QQ浏览器，搜索""适合10人参与的周末团建活动方案""，找到一篇详细的方案推荐文章，将方案核心内容截图后发邮件给陈丽MCPtest_fzy260404@163.com",元宝→send_email_mcp
120tasks30apps:MAIN_111,MAIN_111,120tasks30apps,114,main,hard,13. AI App交互-多轮,GUI/+CLI,GUI-primary + optional CLI,True,"帮我打开QQ浏览器，先搜索""考研和考公各自的优缺点对比""，找到一篇详细的分析文章截图保存，再搜索""考研考公备考时间规划建议""，找到相关规划内容截图保存，把两次搜索的核心内容整理成一个WPS Word文档保存",元宝→docx_create
120tasks30apps:MAIN_112,MAIN_112,120tasks30apps,115,main,hard,2. 短视频/娱乐,GUI/+CLI,GUI-primary + optional CLI,True,打开腾讯视频，找到《庆余年第三季》的开播日期和每周更新时间，在手机日历里帮我创建一个开播当天晚上8点的追剧提醒，以后每周固定时间也设好提醒，备注里写上剧名。,腾讯视频→create_calendar_event
120tasks30apps:MAIN_113,MAIN_113,120tasks30apps,116,main,hard,11. 导航出行,GUI/+CLI,GUI-primary + optional CLI,True,帮我获取当前所在位置，在高德地图上搜索最近的高铁站，查看从当前位置驾车前往的预估时间和距离，然后在手机日历里创建明天早上6点的出发提醒，备注里填上预估行程时间。,get_location→滴滴出行→create_calendar_event
120tasks30apps:MAIN_114,MAIN_114,120tasks30apps,117,main,hard,11. 导航出行,GUI/+CLI,GUI-primary + optional CLI,True,帮我获取当前位置，在高德地图上查找周边500米内评分最高的咖啡馆，把店名、地址和步行时间整理好，发邮件告诉朋友 MCPtest_fzy260404@163.com 说好在这里碰面。,get_location→高德地图→send_email_mcp
120tasks30apps:MAIN_115,MAIN_115,120tasks30apps,118,main,hard,6. 网购外卖/即时零售,GUI/+CLI,GUI-primary + optional CLI,True,帮我在得物上搜索Nike AJ1黑白熊猫配色的球鞋，找到价格最低的在售鞋码42，查看商品详情页（价格、鉴别信息），把商品详情发邮件给朋友 MCPtest_fzy260404@163.com，让他帮我看看值不值得入手。,得物→qrcode_generate→send_email_mcp
120tasks30apps:MAIN_116,MAIN_116,120tasks30apps,119,main,hard,4. 资讯阅读,GUI/+CLI,GUI-primary + optional CLI,True,帮我在豆瓣上查看2025年度高分电影榜单，把评分在8.5以上的前5部电影的片名、导演、评分和类型整理成一个Excel表格，发邮件给朋友 MCPtest_fzy260404@163.com 一起讨论周末看哪部。,豆瓣→xlsx_create→send_email_mcp
120tasks30apps:MAIN_117,MAIN_117,120tasks30apps,120,main,hard,3. 办公学习,GUI/+CLI,GUI-primary + optional CLI,True,打开QQ浏览器，搜索《原则》这本书的章节目录和阅读指南，估算全书的章节数量，按每天晚上阅读30分钟的节奏计算大约需要多少天读完，在手机日历里设置每天晚上9点的阅读提醒，持续到预计读完为止。,微信读书→create_calendar_event
120tasks30apps:MAIN_118,MAIN_118,120tasks30apps,121,main,hard,8. 拍照/相册处理,GUI/+CLI,GUI-primary + optional CLI,True,打开扫描全能王，扫描一张纸质合同文件，对扫描结果进行自动裁剪和增强，导出为图片后对图片进行压缩处理使文件小于1MB，最后把压缩后的合同图片作为附件发邮件给对方 MCPtest_fzy260404@163.com。,扫描全能王→image_compress→send_email_mcp
120tasks30apps:MAIN_119,MAIN_119,120tasks30apps,122,main,hard,4. 资讯阅读,GUI/+CLI,GUI-primary + optional CLI,True,帮我在腾讯新闻搜索最近国内各大手机品牌第一季度的销量报道，找到华为、小米、苹果、OPPO、vivo各自的出货量数据，生成一张柱状图对比，发邮件给同事 MCPtest_fzy260404@163.com 让他参考一下。,腾讯新闻→chart_bar→send_email_mcp
120tasks30apps:MAIN_120,MAIN_120,120tasks30apps,123,main,hard,6. 网购外卖/即时零售,GUI/+CLI,GUI-primary + optional CLI,True,帮我获取当前位置，在贝壳找房上搜索周边5公里内总价300万以内的2居室二手房，找一套满意的房源，再在地图上查询从这套房子步行到最近地铁站需要几分钟，把查询结果一起告诉我。,get_location→贝壳找房→search_tencent_map
120tasks30apps:MAIN_121,MAIN_121,120tasks30apps,124,main,hard,3. 办公学习,GUI/+CLI,GUI-primary + optional CLI,True,"打开手机系统日历，新建一个日程事件：标题为""部门周例会""，时间设为后天下午3点，时长1小时，备注填写会议相关信息，保存事件后将会议时间和详情发邮件通知全组成员 MCPtest_fzy260404@163.com，邮件里附上会议时间和议程。",腾讯会议→create_calendar_event→send_email_mcp
120tasks30apps:MAIN_122,MAIN_122,120tasks30apps,125,main,hard,4. 资讯阅读,GUI/+CLI,GUI-primary + optional CLI,True,打开QQ浏览器搜索2025国庆黄金周最值得去的10个小众目的地，找一篇内容最详细的攻略，把其中的景点推荐（含简介）、最佳游览时间和注意事项整理成一份Word旅行攻略文档，保存到手机存储。,QQ浏览器→docx_create
120tasks30apps:MAIN_123,MAIN_123,120tasks30apps,126,main,hard,8. 拍照/相册处理,GUI/+CLI,GUI-primary + optional CLI,True,打开美图秀秀，从相册选一张最近的合照，用AI美颜优化一下，加上一个好看的边框，然后把图片压缩到500KB以内，发邮件把这张照片分享给朋友 MCPtest_fzy260404@163.com。,美图秀秀→image_compress→send_email_mcp
120tasks30apps:MAIN_124,MAIN_124,120tasks30apps,127,main,hard,3. 办公学习,GUI/+CLI,GUI-primary + optional CLI,True,帮我在WPS里新建一份本周工作日报Word文档，写好今天的工作内容摘要（三条），顺便检查一下手机当前电量，在文档末尾备注一下当前设备电量百分比，最后把文档发邮件给上级 MCPtest_fzy260404@163.com。,WPS→get_battery_status→send_email_mcp
